Question,Question Type,QID,title_old,Answer,TITLE
Patients on long-acting opioids within the facilities providing more follow-up after new prescriptions  were associated with what?,What,979,Discussion of Recommendations: Risk Mitigation: Discussion,decreased risk of suicide attempt,Recommendations
"Some patients on LOT who suffer from chronic pain and co-occurring OUD, depression, and/or personality disorders may do what?",What,981,Discussion of Recommendations: Risk Mitigation: Discussion,threaten suicide when providers recommend discontinuation of opioid,Recommendations
Further research is needed for what?,What,988,Discussion of Recommendations: Risk Mitigation: Discussion,to identify strategies for safely managing patients at elevated risk of suicide who demand opioid medications or become further destabilized during tapering,Recommendations
At what dose do risks for opioid use disorder begin?,What,1006,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Recommendations",any,Recommendations
At what dose do risks for opioid use disorder increase?,What,1007,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Recommendations",in a dose-dependent manner,Recommendations
At what dose do the risks for overdose and death increase?,What,1008,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Recommendations",a range of 20-50 mg morphine equivalent daily dose,Recommendations
At what dosage there is a significant risk?,What,1012,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",a daily dosage range of 20 to <50 mg MEDD,Recommendations
At what dosage does the risk increase even further?,What,1013,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion",a range of 50 to <100 mg MEDD compared to risk at <20 mg MEDD,Recommendations
"Following an elevated baseline adjusted risk ratio (ARR) of 3.96, what were the odds of overdose in depressed patients taking 1-19 mg, 20 to <50 mg, 50 to <100 mg, and ≥100 mg MEDD?",What,1028,"Discussion of Recommendations: Type, Dose, Duration, Follow-up, and Taper of Opioids: Discussion","4.75, 5.47, 6.44, and 7.06, compared to those taking an opioid at the same dosage level without a diagnosis of depression",Recommendations
This CPG is based on what?,What,1071,About this Clinical Practice Guideline,evidence available by December 2016,Specifications
Should you prescribe the highest or lowest effective dose when starting therapy?,When,8,Pain Management Opioid Taper Decision Tool,lowest,Specifications
"Since when has there been growing recognition of an opioid misuse epidemic, including among America’s Veterans?",When,272,Introduction,the release of that guideline,Introduction
"Since when has there been growing recognition of opioid use disorder in America, including among America’s Veterans?",When,273,Introduction,the release of that guideline,Introduction
"If take-home opioids are prescribed, when is the opioid therapy reassessment recommended?",When,356,Recommendations,no later than 3-5 days,Recommendations
Since when has there been a significant increment of opioid prescriptions during pain visits?,When,633,Epidemiology and Impact: General Population,the late 1990s and early 2000s,Background
"Since when has there been a significant increment of opioid-related morbidity, mortality, overdose death, and SUD treatment admissions?",When,634,Epidemiology and Impact: General Population,the late 1990s and early 2000s,Background
For whom consideration for tapering when risks exceed benefits is recommended?,When,767,"Discussion of Recommendations: Initiation and Continuation of Opioids: Recommendations 
",patients currently on long-term opioid therapy,Recommendations
"For whom ongoing risk mitigation strategies, assessment for opioid use disorder, and consideration for tapering when risks exceed benefits are recommended?",When,768,"Discussion of Recommendations: Initiation and Continuation of Opioids: Recommendations 
",patients currently on long-term opioid therapy,Recommendations
For whom to consider tapering one or both benzodiazepines and opioids when risks exceed benefits and obtaining specialty consultation as appropriate?,When,800,Discussion of Recommendations: Initiation and Continuation of Opioids: Recommendation,patients currently on long-term opioid therapy and benzodiazepines,Recommendations
For whom particular caution should be used when considering initiating benzodiazepines due to the difficulty of tapering or discontinuing benzodiazepines?,When,821,Discussion of Recommendations: Initiation and Continuation of Opioids: Discussion,Veterans with PTSD who have co-occurring chronic pain,Recommendations
"Prior to any changes being made in opioid prescribing, a discussion should occur between whom?",Who,90,Pain Management Opioid Taper Decision Tool,"the Veteran, family members/caregivers, and the provider",Specifications
For whom should the slowest taper be considered?,Who,128,Pain Management Opioid Taper Decision Tool,patients taking high doses of long-acting opioids for many years,Specifications
With whom to follow up during opioid taper?,Who,198,Pain Management Opioid Taper Decision Tool,PACT Team,Specifications
For whom to evaluate for tapering to reduced dose or to discontinuation?,Who,337,Recommendations,patients who are currently prescribed doses over 90 mg morphine equivalent daily dose,Recommendations
"For patients who are in chronic pain and have not been on daily OT for pain for more than 3 months, which topics to consider for educating or re-educating them?",Who,369,Module A: Determination of Appropriateness for Opioid Therapy,"non-opioid management, self-management to improve function and quality of life, realistic expectations and limitations of medical treatment",Algorithm
"In a sample of non-treatment-seeking members of the military who were interviewed within three months of returning from Afghanistan, how many reported chronic pain?",Who,642,Epidemiology and Impact: VA/DoD Population ,44%,Background
"In a sample of non-treatment-seeking members of the military who were interviewed within three months of returning from Afghanistan, how many reported using opioids?",Who,643,Epidemiology and Impact: VA/DoD Population ,15%,Background
